id_contrat,numero_contrat,id_entreprise,id_agence,id_conseiller,id_produit,date_octroi,date_echeance,montant_principal,taux_interet,encours_restant,statut
554,CON_000554,914,4,23,14,2024-08-07,2028-10-05,13113667.76,2.08,12105853.57,SURVEILLANCE
555,CON_000555,915,4,22,11,2021-12-08,2024-01-07,547416.58,1.53,0.0,SAIN
556,CON_000556,916,4,23,1,2023-07-20,2024-06-18,226095.43,7.56,0.0,SAIN
557,CON_000557,917,4,22,1,2024-09-20,2025-05-21,2964847.15,6.44,1867879.41,SAIN
558,CON_000558,918,4,23,3,2024-06-15,2025-02-13,336522.55,5.84,85359.88,SAIN
559,CON_000559,922,4,23,2,2024-12-06,2025-01-05,64365.43,6.8,64365.43,SAIN
560,CON_000560,923,4,22,4,2022-04-24,2027-08-21,488433.3,6.36,264822.31,SAIN
561,CON_000561,926,4,23,13,2024-09-01,2024-12-31,115540.01,1.58,28942.05,SURVEILLANCE
562,CON_000562,927,4,22,4,2020-11-26,2027-02-23,10385391.15,5.55,4013541.76,SAIN
563,CON_000563,927,4,22,9,2024-07-17,2025-03-17,11794932.11,5.74,4475948.76,SAIN
564,CON_000564,928,4,23,8,2024-10-16,2025-04-16,4458521.85,6.59,2988596.34,SAIN
565,CON_000565,929,4,22,8,2024-12-12,2025-06-12,6156234.9,6.78,6156234.9,SAIN
566,CON_000566,931,4,22,13,2024-10-12,2025-10-11,179571.65,1.68,174013.33,NPL
567,CON_000567,932,4,23,3,2024-04-04,2025-03-04,445262.09,5.91,123831.18,SAIN
568,CON_000568,933,4,22,6,2020-01-22,2028-04-18,7041339.08,4.79,3182487.34,SAIN
569,CON_000569,934,4,23,3,2024-06-02,2025-03-02,624189.94,6.88,211641.82,SAIN
570,CON_000570,935,4,22,6,2020-09-19,2028-03-17,9785974.43,4.07,4608504.92,SAIN
571,CON_000571,936,4,23,5,2021-11-02,2027-05-31,659818.55,4.37,315368.87,SAIN
572,CON_000572,937,4,22,12,2024-11-23,2025-11-22,39157219.04,1.85,35921693.49,SURVEILLANCE
573,CON_000573,940,4,23,1,2024-11-12,2025-02-11,326003.27,7.64,218024.43,SAIN
574,CON_000574,941,4,22,4,2023-11-01,2026-03-31,8727236.07,5.79,4965252.14,SAIN
575,CON_000575,942,4,23,9,2024-09-22,2025-03-23,7109067.5,4.33,3573737.84,SAIN
576,CON_000576,944,4,23,5,2024-01-08,2026-05-08,13727961.75,4.32,8498942.35,SAIN
577,CON_000577,945,4,22,11,2024-05-09,2026-04-08,37806.42,2.35,31864.2,NPL
578,CON_000578,946,4,23,3,2024-08-19,2025-06-19,353444.91,5.47,213992.9,SAIN
579,CON_000579,947,4,22,9,2024-12-08,2025-01-07,877171.63,4.95,877171.63,SAIN
580,CON_000580,948,4,23,1,2024-12-07,2025-01-06,52484.41,7.45,52484.41,SAIN
581,CON_000581,949,4,22,2,2024-12-14,2025-01-13,231472.36,6.18,231472.36,SAIN
582,CON_000582,950,4,23,12,2024-05-17,2025-03-17,1342660.56,2.93,406241.79,SURVEILLANCE
583,CON_000583,952,4,23,11,2024-10-22,2026-10-21,401665.38,2.31,368896.8,SAIN
584,CON_000584,953,4,22,7,2023-04-11,2029-04-07,6535274.83,4.64,4898096.22,SAIN
585,CON_000585,953,4,22,11,2024-05-25,2025-04-24,1449419.37,1.43,529259.87,SAIN
586,CON_000586,954,4,23,11,2024-12-22,2025-04-22,674276.13,2.39,674276.13,SAIN
587,CON_000587,956,4,23,5,2019-12-12,2026-11-08,8603138.61,4.12,2633973.1,SAIN
588,CON_000588,957,4,22,12,2024-03-16,2025-03-15,460256.72,2.87,116304.06,SAIN
589,CON_000589,958,4,23,11,2024-06-09,2026-04-08,4366864.38,1.13,3184854.93,SAIN
590,CON_000590,961,4,22,4,2017-12-23,2024-06-20,17093150.81,6.1,0.43,SAIN
591,CON_000591,962,4,23,12,2024-12-26,2025-06-26,10919055.8,2.35,10919055.8,SAIN
592,CON_000592,964,4,23,1,2024-06-17,2025-05-17,701295.03,5.9,323464.38,SAIN
593,CON_000593,965,4,22,2,2024-09-04,2025-06-04,109472.49,6.99,73615.6,SAIN
594,CON_000594,966,4,23,2,2024-12-20,2025-03-21,1645166.06,7.13,1645166.06,SAIN
595,CON_000595,967,4,22,8,2024-09-18,2025-02-17,1192597.48,5.7,480432.48,SAIN
596,CON_000596,968,4,23,13,2024-11-04,2025-01-03,22256.71,1.86,11136.97,SAIN
597,CON_000597,969,4,22,2,2024-08-04,2025-02-02,398949.73,6.28,134373.91,SURVEILLANCE
598,CON_000598,971,4,22,13,2024-10-01,2024-12-31,429516.86,1.02,143293.95,SAIN
599,CON_000599,974,4,23,11,2022-11-11,2025-06-10,825567.49,2.5,163971.3,SAIN
600,CON_000600,977,4,22,11,2024-11-24,2025-02-23,255691.78,1.04,170535.01,SAIN
601,CON_000601,981,4,22,8,2024-08-28,2025-02-26,5305665.88,4.62,1782164.31,SAIN
602,CON_000602,982,4,23,12,2024-03-23,2024-09-21,1387576.93,2.53,0.02,SAIN
603,CON_000603,983,4,22,14,2022-03-10,2026-04-07,12224914.0,1.86,4094256.84,SAIN
604,CON_000604,984,4,23,8,2024-10-22,2025-01-21,1738804.28,6.21,582595.7,SAIN
605,CON_000605,985,4,22,14,2022-06-08,2026-10-05,19072374.66,1.28,8198293.34,SAIN
606,CON_000606,987,4,22,11,2024-04-15,2025-05-15,8379388.06,2.46,3249268.49,SAIN
607,CON_000607,987,4,22,10,2024-12-08,2025-01-07,443798.36,5.84,443798.36,SAIN
608,CON_000608,989,4,22,1,2024-10-22,2025-07-22,3090270.35,6.09,2415659.06,SAIN
609,CON_000609,991,4,22,11,2024-12-16,2025-04-16,202562.54,2.48,202562.54,SAIN
610,CON_000610,992,4,23,14,2024-09-26,2026-10-26,11348530.45,1.73,10008188.79,SAIN
611,CON_000611,993,4,22,8,2024-11-12,2025-01-11,3336772.52,6.65,1672996.31,SAIN
612,CON_000612,995,4,22,6,2021-03-27,2025-12-23,2861808.55,4.0,648399.73,SAIN
613,CON_000613,998,4,23,11,2024-08-01,2025-09-30,583267.66,2.38,418267.41,SAIN
614,CON_000614,999,4,22,11,2024-10-01,2025-12-31,407883.77,1.91,354059.84,SURVEILLANCE
615,CON_000615,1000,4,23,4,2023-08-26,2026-02-23,3635142.6,6.23,1766760.83,SAIN
616,CON_000616,1000,4,23,1,2024-03-04,2025-03-03,1033674.07,7.2,265415.99,SAIN
617,CON_000617,1007,4,22,3,2024-04-03,2025-02-01,376155.78,5.8,76689.05,SAIN
618,CON_000618,1007,4,22,3,2024-12-10,2025-12-09,277495.35,6.25,277495.35,SAIN
619,CON_000619,1008,4,23,1,2024-10-11,2025-07-11,2544149.56,6.1,1988773.64,SAIN
620,CON_000620,1008,4,23,1,2024-12-14,2025-01-13,844890.84,5.74,844890.84,SAIN
621,CON_000621,1009,4,22,2,2024-04-09,2025-03-09,94120.37,6.17,26197.98,SAIN
622,CON_000622,1011,4,22,11,2024-09-06,2025-02-05,374065.52,1.8,149962.7,SAIN
623,CON_000623,1015,4,22,1,2024-08-10,2025-01-09,132381.64,6.74,26773.74,SURVEILLANCE
624,CON_000624,1016,4,23,1,2024-08-08,2025-01-07,605494.78,5.53,122215.08,SAIN
625,CON_000625,1016,4,23,11,2024-08-05,2026-04-05,141826.41,2.14,113864.02,SAIN
626,CON_000626,1017,4,22,11,2023-07-26,2024-04-24,660367.24,2.19,0.04,SAIN
627,CON_000627,1018,4,23,14,2023-08-07,2028-06-04,9106406.97,1.88,6676307.05,SAIN
628,CON_000628,1020,4,23,10,2024-11-02,2025-01-01,916807.76,5.23,459400.64,SAIN
629,CON_000629,1021,4,22,1,2024-10-03,2025-08-03,137819.33,6.75,110870.42,SAIN
630,CON_000630,1022,4,23,10,2024-07-22,2025-06-21,653191.84,5.16,360105.44,SAIN
631,CON_000631,1023,4,22,9,2024-07-21,2025-01-19,7698981.69,6.29,1299992.74,SAIN
632,CON_000632,1024,4,23,3,2024-09-22,2025-04-22,446129.74,6.92,257127.91,SAIN
633,CON_000633,1026,4,23,7,2024-08-12,2032-06-08,833109.99,4.33,803106.32,SAIN
634,CON_000634,1028,4,23,3,2024-06-10,2025-02-08,698319.45,5.84,177130.7,SAIN
635,CON_000635,1030,4,23,8,2024-10-06,2025-02-04,5808256.31,6.51,2919840.32,SAIN
636,CON_000636,1032,4,23,1,2024-06-20,2025-02-18,3909148.73,5.52,990783.71,SAIN
637,CON_000637,1036,4,23,11,2024-11-01,2026-10-31,671979.86,1.02,644253.42,SAIN
638,CON_000638,1038,4,23,3,2024-11-02,2025-04-03,704443.44,5.73,564893.83,SAIN
639,CON_000639,1040,4,23,2,2024-05-02,2025-01-30,937108.07,6.58,212249.94,SAIN
640,CON_000640,1041,4,22,11,2024-09-20,2026-01-19,143257.76,1.99,116685.43,SAIN
641,CON_000641,1042,4,23,12,2024-12-04,2025-01-03,409095.54,1.59,409095.54,SAIN
642,CON_000642,1043,4,22,14,2024-10-15,2027-12-14,12810718.2,1.31,12149629.66,SAIN
643,CON_000643,1045,4,22,5,2023-04-27,2025-07-25,1489343.56,5.47,403855.84,SAIN
644,CON_000644,1045,4,22,14,2023-02-03,2025-08-03,12243080.03,1.94,3323050.3,SURVEILLANCE
645,CON_000645,1046,4,23,11,2024-02-10,2025-08-10,205832.35,1.53,92064.09,SAIN
646,CON_000646,1046,4,23,3,2024-10-03,2025-04-03,332320.33,7.19,222867.69,SAIN
647,CON_000647,1048,4,23,1,2024-04-19,2025-03-19,730667.76,6.72,203744.73,SURVEILLANCE
648,CON_000648,1049,4,22,1,2024-10-08,2025-09-07,343827.38,7.66,283089.93,SAIN
649,CON_000649,1050,4,23,7,2020-06-20,2027-12-17,2238827.06,3.2,960363.14,SAIN
650,CON_000650,1051,4,22,2,2024-06-11,2025-03-11,564920.06,6.79,191503.03,SAIN
651,CON_000651,1053,4,22,7,2024-03-02,2027-09-30,8240934.55,4.1,6614651.6,SAIN
652,CON_000652,1054,4,23,7,2017-08-21,2026-11-16,3834853.12,3.1,887227.81,SAIN
653,CON_000653,1055,4,22,7,2023-01-03,2026-04-02,13927830.96,3.08,5882893.24,SAIN
654,CON_000654,1056,4,23,6,2022-09-10,2027-01-07,5692863.74,4.55,2876850.35,SAIN
655,CON_000655,1057,4,22,1,2023-10-18,2024-03-18,140219.0,5.62,0.01,SAIN
656,CON_000656,1058,4,23,4,2018-01-08,2026-11-04,10106775.32,5.23,2604698.85,SAIN
657,CON_000657,1060,4,23,1,2024-04-28,2025-02-26,548345.43,7.71,112496.42,SAIN
658,CON_000658,1063,4,22,14,2024-09-27,2027-06-27,1255909.11,1.74,1144200.8,SAIN
659,CON_000659,1064,4,23,4,2022-12-22,2027-10-20,10059589.46,4.71,6172109.8,SAIN
660,CON_000660,1065,4,22,2,2024-03-17,2025-03-16,686789.53,7.46,176515.03,SAIN
661,CON_000661,1066,4,23,13,2023-07-19,2024-05-18,363912.71,1.09,0.03,SAIN
662,CON_000662,1068,4,23,13,2024-09-04,2025-09-03,750972.12,1.55,564318.24,SAIN
663,CON_000663,1069,4,22,3,2024-11-09,2025-04-10,328649.7,5.57,263527.12,SAIN
664,CON_000664,1071,4,22,2,2024-06-22,2025-02-20,399713.63,8.3,102004.21,SAIN
665,CON_000665,1071,4,22,3,2024-08-03,2025-05-03,369538.59,5.2,207073.31,SAIN
666,CON_000666,1072,4,23,2,2024-07-11,2025-04-10,724089.35,7.19,326628.15,SAIN
667,CON_000667,1072,4,23,13,2024-06-09,2025-06-08,947899.13,1.92,476222.72,SAIN
668,CON_000668,1073,4,22,2,2024-12-15,2025-04-15,487854.75,7.14,487854.75,SAIN
669,CON_000669,1075,4,22,11,2023-06-01,2024-05-30,807319.31,1.18,0.04,SAIN
670,CON_000670,1076,4,23,3,2024-05-27,2025-04-26,416097.86,6.67,154251.7,SAIN
671,CON_000671,1077,4,22,7,2016-06-15,2024-06-11,4105082.43,3.64,0.0,SAIN
672,CON_000672,1079,4,22,11,2023-09-08,2025-09-06,526878.52,2.26,200372.7,SAIN
673,CON_000673,1083,4,22,3,2024-07-12,2025-06-11,348202.5,6.92,192656.09,SAIN
674,CON_000674,1084,4,23,1,2024-07-28,2025-05-28,341021.17,5.57,172484.57,SAIN
675,CON_000675,1085,4,22,3,2024-08-02,2025-04-02,197025.37,6.61,99594.96,SAIN
676,CON_000676,1086,4,23,11,2023-03-01,2025-12-28,7218596.21,1.17,2788329.78,SAIN
677,CON_000677,1087,4,22,10,2024-06-15,2025-03-15,1038969.3,4.01,819308.69,NPL
678,CON_000678,1087,4,22,2,2024-10-12,2025-02-10,1866855.03,7.28,939073.12,SAIN
679,CON_000679,1089,4,22,1,2023-05-27,2024-03-26,1726958.66,6.26,0.0,SAIN
680,CON_000680,1090,4,23,11,2024-04-18,2025-11-16,680383.06,1.27,395571.76,SAIN
681,CON_000681,1092,4,23,5,2018-08-09,2024-01-06,8346291.18,4.49,0.2,SAIN
682,CON_000682,1094,4,23,6,2021-05-16,2030-10-11,13112379.85,4.86,8812930.07,SAIN
683,CON_000683,1100,4,23,14,2021-07-03,2026-05-31,14206358.69,1.54,4448642.89,SAIN
684,CON_000684,1102,5,27,8,2024-11-20,2025-02-19,10376396.66,5.94,6934662.46,SAIN
685,CON_000685,1104,5,27,13,2024-10-17,2025-02-15,581670.87,1.69,291244.74,SAIN
686,CON_000686,1105,5,26,7,2019-12-13,2028-09-08,1076303.42,3.53,502139.26,SURVEILLANCE
687,CON_000687,1107,5,26,4,2018-05-25,2023-12-21,13509032.46,4.78,0.17,SAIN
688,CON_000688,1109,5,26,3,2024-09-05,2025-07-06,161919.33,7.23,154520.63,NPL
689,CON_000689,1109,5,26,3,2024-07-05,2025-05-05,676745.14,5.87,342500.28,SAIN
690,CON_000690,1111,5,26,10,2024-06-14,2025-06-13,12840302.39,4.67,6494957.62,SAIN
691,CON_000691,1112,5,27,3,2024-10-05,2025-02-03,226575.03,7.05,113951.12,SAIN
692,CON_000692,1114,5,27,12,2024-05-24,2025-03-24,2479993.29,2.58,749598.51,SAIN
693,CON_000693,1116,5,27,11,2024-07-26,2025-02-23,137504.85,1.37,39399.22,SAIN
694,CON_000694,1117,5,26,11,2024-01-21,2025-09-20,892819.81,1.58,404677.75,SAIN
695,CON_000695,1117,5,26,11,2023-10-10,2026-02-07,194593.96,1.54,98170.51,SAIN
696,CON_000696,1118,5,27,13,2024-08-03,2025-03-03,434791.71,1.15,186696.34,SAIN
697,CON_000697,1119,5,26,12,2024-11-07,2025-01-06,1762213.58,2.41,881990.68,SAIN
698,CON_000698,1119,5,26,4,2023-12-26,2025-10-24,9531594.13,5.93,4460865.62,SAIN
699,CON_000699,1121,5,26,14,2024-12-23,2025-07-23,335255.41,1.15,335255.41,SAIN
700,CON_000700,1122,5,27,10,2024-12-27,2025-05-28,13860333.93,4.91,13860333.93,SAIN
701,CON_000701,1123,5,26,12,2024-04-19,2025-04-18,5729064.19,1.97,1922231.65,SAIN
702,CON_000702,1123,5,26,8,2024-08-27,2025-02-25,7737640.59,5.51,2602880.85,SAIN
703,CON_000703,1124,5,27,11,2023-09-05,2026-01-03,391018.21,1.72,183495.31,SAIN
704,CON_000704,1126,5,27,11,2022-03-02,2024-06-30,2065519.16,2.39,0.0,SAIN
705,CON_000705,1127,5,26,9,2024-05-24,2025-02-21,2101960.96,5.32,474360.81,SAIN
706,CON_000706,1128,5,27,13,2024-09-26,2025-03-27,372509.89,1.53,186610.93,SAIN
707,CON_000707,1131,5,26,11,2024-08-26,2025-05-26,312237.04,1.65,173941.6,SAIN
708,CON_000708,1132,5,27,12,2024-11-04,2025-03-05,49991239.27,1.86,37522449.36,SAIN
709,CON_000709,1133,5,26,8,2024-11-23,2025-02-22,220288.45,5.29,147181.71,SAIN
710,CON_000710,1134,5,27,2,2024-09-17,2025-02-16,401857.51,8.34,162414.83,SAIN
711,CON_000711,1138,5,27,14,2024-09-14,2025-08-14,9868125.72,2.16,7196149.57,SAIN
712,CON_000712,1139,5,26,14,2023-01-15,2027-10-13,8648758.06,1.89,5251991.07,SAIN
713,CON_000713,1140,5,27,1,2024-03-24,2025-03-23,657201.12,6.96,168600.5,SAIN
714,CON_000714,1143,5,26,14,2024-11-14,2026-03-15,8899071.97,2.06,8350006.14,SAIN
715,CON_000715,1147,5,26,13,2024-12-16,2025-01-15,17587.52,0.96,17587.52,SAIN
716,CON_000716,1148,5,27,11,2024-11-22,2026-08-22,8562055.66,2.3,8162098.44,SAIN
717,CON_000717,1150,5,27,6,2018-07-06,2028-03-31,2719329.81,3.91,1048132.52,SAIN
718,CON_000718,1150,5,27,12,2024-10-07,2025-03-08,17635150.71,1.55,10594745.89,SAIN
719,CON_000719,1152,5,27,6,2023-02-09,2028-02-07,8804065.27,3.98,5777052.95,SAIN
720,CON_000720,1154,5,27,11,2022-12-10,2025-10-08,8383459.66,1.41,2500564.02,SAIN
721,CON_000721,1154,5,27,7,2024-09-28,2028-03-27,7573957.95,4.37,7070467.8,SAIN
722,CON_000722,1155,5,26,12,2024-05-26,2025-03-26,30424665.86,1.71,9172933.29,SURVEILLANCE
723,CON_000723,1155,5,26,7,2020-01-05,2028-01-31,4299607.83,3.42,1826987.38,SAIN
724,CON_000724,1156,5,27,7,2021-07-08,2028-02-03,4230198.89,3.79,2166352.76,SAIN
725,CON_000725,1157,5,26,9,2024-11-19,2025-01-18,527376.12,5.18,264255.96,SAIN
726,CON_000726,1160,5,27,14,2024-12-09,2025-09-08,12492418.08,1.41,12492418.08,SAIN
727,CON_000727,1164,5,27,10,2024-05-07,2025-03-07,28010467.63,4.36,8510062.03,SAIN
728,CON_000728,1164,5,27,14,2024-09-04,2028-03-03,1443921.84,2.04,1344165.76,SAIN
729,CON_000729,1165,5,26,11,2023-07-26,2025-07-24,3157431.77,1.13,928296.82,SAIN
730,CON_000730,1168,5,27,11,2024-11-09,2026-08-09,572292.67,2.08,545510.0,SAIN
731,CON_000731,1168,5,27,3,2024-11-03,2025-06-03,106086.58,6.95,91192.65,SAIN
732,CON_000732,1172,5,27,4,2023-09-15,2026-06-14,13805741.0,5.3,7778642.81,SURVEILLANCE
733,CON_000733,1176,5,27,1,2024-05-19,2025-03-19,3837596.32,7.38,1176083.66,SAIN
734,CON_000734,1177,5,26,4,2022-08-11,2027-03-10,25772500.33,5.79,13503979.27,SAIN
735,CON_000735,1178,5,27,4,2021-07-28,2028-05-24,9905244.0,5.81,5441407.72,SAIN
736,CON_000736,1181,5,26,11,2022-11-07,2025-09-05,292195.23,1.1,78233.89,SURVEILLANCE
737,CON_000737,1182,5,27,14,2024-09-13,2025-07-14,16361633.93,1.13,11469303.53,SAIN
738,CON_000738,1184,5,27,7,2022-09-23,2030-01-19,682802.27,4.15,494898.89,SAIN
739,CON_000739,1185,5,26,11,2024-05-05,2025-11-03,520678.71,1.13,319240.08,SURVEILLANCE
740,CON_000740,1186,5,27,10,2024-04-14,2025-03-14,22413574.22,4.91,6212971.29,SAIN
741,CON_000741,1187,5,26,6,2022-10-16,2028-01-13,1332555.89,4.21,817979.8,SAIN
742,CON_000742,1187,5,26,10,2024-11-22,2025-02-21,348500.26,4.4,232758.41,SAIN
743,CON_000743,1188,5,27,1,2024-11-05,2025-01-04,57371.21,7.86,28779.24,SAIN
744,CON_000744,1189,5,26,12,2024-10-07,2025-09-06,8895134.42,2.41,7292404.66,SAIN
745,CON_000745,1190,5,27,1,2024-12-13,2025-01-12,4756875.94,5.89,4756875.94,SAIN
746,CON_000746,1193,5,26,1,2024-08-22,2025-07-22,413943.78,6.03,266052.74,SAIN
747,CON_000747,1193,5,26,1,2024-09-16,2025-06-16,147636.93,6.34,99200.5,SAIN
748,CON_000748,1196,5,27,2,2024-09-27,2025-03-28,116620.93,7.22,58835.14,SAIN
749,CON_000749,1196,5,27,13,2024-03-25,2025-03-24,86431.93,1.67,21743.41,SAIN
750,CON_000750,1197,5,26,8,2024-11-24,2025-03-25,1671425.0,4.73,1256031.23,SURVEILLANCE
751,CON_000751,1197,5,26,8,2024-11-23,2025-04-24,2064784.87,5.76,1655773.3,SAIN
752,CON_000752,1199,5,26,6,2017-03-25,2026-08-20,13464935.76,3.53,2719852.09,SURVEILLANCE
753,CON_000753,1201,5,26,5,2021-08-08,2027-02-04,4565465.63,4.84,1944459.3,SAIN
754,CON_000754,1202,5,27,11,2024-02-07,2025-03-08,2685873.16,1.1,622659.4,SAIN
755,CON_000755,1203,5,26,12,2024-11-26,2025-09-26,5978428.53,2.66,5386524.95,SURVEILLANCE
756,CON_000756,1204,5,27,2,2024-12-07,2025-01-06,20400.79,7.45,20400.79,SAIN
757,CON_000757,1206,5,27,2,2024-04-02,2025-03-02,85236.58,7.48,23827.06,SAIN
758,CON_000758,1207,5,26,9,2024-10-08,2025-01-07,116415.62,5.63,38986.98,SAIN
759,CON_000759,1207,5,26,9,2024-10-01,2025-06-01,1001703.85,5.52,754715.22,SAIN
760,CON_000760,1208,5,27,2,2024-06-10,2025-02-08,764911.89,8.4,195248.16,SAIN
761,CON_000761,1209,5,26,13,2024-11-20,2025-07-21,99811.13,1.18,87377.62,SURVEILLANCE
762,CON_000762,1213,5,26,2,2024-12-17,2025-01-16,55970.69,7.56,55970.69,SAIN
763,CON_000763,1217,5,26,12,2024-11-12,2025-01-11,1315225.17,1.67,658069.86,SAIN
764,CON_000764,1220,5,27,6,2023-04-06,2028-03-03,21486265.88,4.04,14674718.15,SAIN
765,CON_000765,1221,5,26,3,2024-07-22,2025-02-19,207343.09,6.86,60087.52,SURVEILLANCE
766,CON_000766,1222,5,27,2,2024-08-20,2025-03-20,1974687.8,8.07,857651.49,SAIN
767,CON_000767,1223,5,26,11,2023-05-02,2024-09-29,756472.28,1.35,0.0,SAIN
768,CON_000768,1224,5,27,7,2018-10-07,2023-12-04,9790388.92,4.7,0.0,SAIN
769,CON_000769,1226,5,27,12,2024-09-06,2025-03-07,445945.57,1.98,223524.2,SAIN
770,CON_000770,1228,5,27,9,2024-10-24,2025-07-24,2631154.06,5.33,2055489.0,SAIN
771,CON_000771,1230,5,27,14,2024-12-16,2025-08-16,6827862.8,1.39,6827862.8,SAIN
772,CON_000772,1231,5,26,11,2024-02-23,2026-07-23,2431322.61,1.82,1604978.24,SAIN
773,CON_000773,1232,5,27,2,2024-11-18,2025-02-17,145157.65,6.07,97015.7,SURVEILLANCE
774,CON_000774,1233,5,26,1,2024-11-16,2025-06-16,349058.2,6.67,300018.1,SAIN
775,CON_000775,1236,5,27,11,2024-02-26,2026-06-26,910001.52,2.43,590901.84,SAIN
776,CON_000776,1238,5,27,12,2024-11-19,2025-04-20,27174086.07,1.87,21756180.99,SAIN
777,CON_000777,1239,5,26,6,2021-09-03,2028-03-01,10631164.57,4.54,5706293.65,SAIN
778,CON_000778,1240,5,27,2,2024-08-16,2025-04-16,97240.86,6.24,49124.75,SAIN
779,CON_000779,1241,5,26,2,2024-05-28,2025-02-25,21111.08,6.88,4785.67,SAIN
780,CON_000780,1241,5,26,2,2024-11-21,2025-05-22,166413.31,6.15,139031.0,SAIN
781,CON_000781,1245,5,26,4,2020-04-11,2026-02-07,47870106.57,6.25,11014636.04,SAIN
782,CON_000782,1247,5,26,1,2024-04-17,2025-02-15,210481.83,7.16,43103.97,SAIN
783,CON_000783,1247,5,26,3,2024-08-24,2025-07-24,259471.38,6.14,166799.14,SAIN
784,CON_000784,1248,5,27,13,2024-11-05,2025-01-04,133466.67,1.59,66777.51,SAIN
785,CON_000785,1256,5,27,8,2024-11-12,2025-01-11,1352352.07,4.77,677517.27,SAIN
786,CON_000786,1257,5,26,7,2024-02-14,2028-12-12,14598237.42,3.72,12264536.48,SAIN
787,CON_000787,1258,5,27,6,2023-03-10,2029-02-04,4361995.33,4.57,3192026.34,SAIN
788,CON_000788,1259,5,26,1,2024-11-16,2025-01-15,131187.57,6.94,65782.91,SAIN
789,CON_000789,1261,5,26,6,2021-08-03,2026-06-01,12916255.16,4.07,4283122.51,SAIN
790,CON_000790,1262,5,27,6,2021-08-20,2029-10-16,9804379.65,3.88,6172850.6,SAIN
791,CON_000791,1262,5,27,4,2024-03-16,2027-11-13,6669814.03,4.93,5401638.22,SAIN
792,CON_000792,1264,5,27,1,2024-12-26,2025-01-25,2350352.71,6.15,2350352.71,SAIN
793,CON_000793,1265,5,26,11,2024-09-18,2025-09-17,9174839.4,1.07,6890320.75,SAIN
794,CON_000794,1268,5,27,2,2024-11-22,2025-04-23,64180.98,8.38,51522.82,SAIN
795,CON_000795,1269,5,26,1,2024-11-24,2025-04-25,273385.2,6.55,219301.8,SAIN
796,CON_000796,1271,5,26,7,2024-10-16,2031-01-13,24481868.94,3.26,23891587.16,SAIN
797,CON_000797,1272,5,27,3,2024-11-05,2025-09-05,114513.35,5.26,103286.08,SURVEILLANCE
798,CON_000798,1273,5,26,1,2024-11-26,2025-02-25,4556304.17,6.89,3046223.09,SAIN
799,CON_000799,1275,5,26,13,2024-09-02,2025-04-02,187121.42,1.64,107145.54,SAIN
800,CON_000800,1279,5,26,6,2019-12-05,2024-08-02,1456398.39,3.6,0.09,SAIN
801,CON_000801,1281,6,30,5,2023-10-06,2029-07-03,12674717.01,4.1,10338459.97,SAIN
802,CON_000802,1285,6,30,7,2022-05-20,2032-05-15,7322800.83,4.61,5740872.35,SAIN
803,CON_000803,1286,6,31,9,2024-07-13,2025-03-13,7112916.75,5.58,2698326.79,SAIN
804,CON_000804,1287,6,30,2,2024-12-01,2024-12-31,441928.19,6.68,441928.19,SAIN
805,CON_000805,1289,6,30,2,2024-08-18,2025-02-16,162818.21,6.06,54820.41,SAIN
806,CON_000806,1292,6,31,2,2023-11-11,2024-05-11,321109.08,8.29,0.0,SAIN
807,CON_000807,1294,6,31,3,2024-12-04,2025-05-05,393540.77,5.95,393540.77,SAIN
808,CON_000808,1295,6,30,6,2023-07-11,2030-03-08,8945203.34,4.02,7239275.22,SAIN
809,CON_000809,1296,6,31,2,2024-07-24,2025-03-24,328495.14,8.36,125328.54,SAIN
810,CON_000810,1299,6,30,11,2024-08-11,2026-01-09,553593.73,2.09,424805.86,SAIN
811,CON_000811,1299,6,30,3,2024-12-22,2025-11-21,534751.92,6.98,534751.92,SAIN
812,CON_000812,1306,6,31,11,2023-12-19,2025-09-17,857633.47,1.94,371122.37,SAIN
813,CON_000813,1308,6,31,1,2024-07-05,2025-03-05,54561.11,7.4,20775.53,SAIN
814,CON_000814,1310,6,31,5,2019-09-28,2026-02-23,10451463.28,5.06,2160444.84,SAIN
815,CON_000815,1310,6,31,5,2022-02-06,2025-11-05,2499271.72,4.11,646896.2,SAIN
816,CON_000816,1312,6,31,5,2023-05-07,2026-06-04,4025573.57,4.1,2021859.74,SAIN
817,CON_000817,1313,6,30,3,2024-07-23,2025-07-22,898446.42,5.55,530129.94,SAIN
818,CON_000818,1314,6,31,1,2024-09-12,2025-01-11,1051545.45,7.51,265351.61,SAIN
819,CON_000819,1315,6,30,8,2024-09-07,2025-03-08,8315562.28,6.03,4189041.35,SAIN
820,CON_000820,1320,6,31,11,2024-04-15,2026-12-13,727618.26,1.62,548647.89,SAIN
821,CON_000821,1321,6,30,7,2018-05-17,2024-08-13,14604679.73,4.11,0.34,SAIN
822,CON_000822,1321,6,30,14,2021-08-05,2025-10-03,5039859.68,1.89,1039944.87,SAIN
823,CON_000823,1323,6,30,1,2024-05-03,2025-01-31,3110430.79,5.98,703282.17,SAIN
824,CON_000824,1325,6,30,13,2024-08-14,2025-02-12,64731.12,1.36,21625.96,SAIN
825,CON_000825,1325,6,30,11,2024-12-27,2025-01-26,17242.09,1.16,17242.09,SAIN
826,CON_000826,1326,6,31,11,2024-10-08,2025-09-07,94038.35,2.47,77098.3,SAIN
