id_entreprise,ice,raison_sociale,forme_juridique,secteur_activite,segment,chiffre_affaires,nombre_employes,date_creation,ville,adresse,telephone,email,statut,id_agence,id_conseiller
903,502673550000017,Global Telecom SNC,EURL,Technologies,TPE,886047.94,8,2020-04-09,Kénitra,"Zone Industrielle, N° 310, Route de Saint Audreyboeuf, Kénitra, Maroc",0537736176,contact@globaltelecom.ma,Actif,4,22
904,985096875000029,Maroc Métal SNC,SARL,Industrie,TPE,3234180.46,5,2007-06-25,Kénitra,"Zone Industrielle, N° 221, Route de Saint Danieldan, Kénitra, Maroc",0537868028,contact@marocmetal1.ma,Actif,4,23
905,840420291000012,Chaouia Import-Export SARL,SARL,Commerce,PME,61031790.14,156,2013-09-17,Kénitra,"Zone Industrielle, N° 159, Route de Sainte Anouk, Kénitra, Maroc",0537957011,contact@chaouiaimportexport.ma,Actif,4,22
906,313658711000096,Zilis Systems SARL AU,SARL,Technologies,TPE,3872538.81,6,2019-04-15,Kénitra,"Zone Industrielle, N° 180, Route de Lecoq, Kénitra, Maroc",0537479798,contact@zilissystems1.ma,Actif,4,23
907,667362369000017,Somibat Export Agri 1 SARL,SARL,Agriculture,Grande Entreprise,203610328.6,2672,2017-08-26,Kénitra,"Zone Industrielle, N° 435, Route de Gosselin, Kénitra, Maroc",0537150364,contact@somibatexportagri1.ma,Actif,4,22
908,172058248000019,Société Bouregreg de Plastique 1 SARL,SA,Industrie,Grande Entreprise,304904667.66,266,2020-05-19,Kénitra,"Zone Industrielle, N° 334, Route de Bessonnec, Kénitra, Maroc",0537449964,contact@societebouregregdeplastique1.ma,Actif,4,23
909,978058573000045,Société Med de Textile 1 SARL,SA,Industrie,PME,97551616.01,38,2011-02-25,Kénitra,"Zone Industrielle, N° 230, Route de Hoareaunec, Kénitra, Maroc",0537817176,contact@societemeddetextile1.ma,Actif,4,22
910,106822504000089,Union Construction SARL,SARL,BTP,TPE,4457843.35,3,2018-01-13,Kénitra,"Zone Industrielle, N° 160, Route de Saint Marcelleboeuf, Kénitra, Maroc",0537702656,contact@unionconstruction.ma,Actif,4,23
911,315104360000083,Chaouia Nettoyage SA,SA,Services,PME,6792806.77,67,2015-09-15,Kénitra,"Zone Industrielle, N° 350, Route de Saint Élisenec, Kénitra, Maroc",0537785362,contact@chaouianettoyage.ma,Actif,4,22
912,174374750000051,Euro Trading 1 SA,SARL,Commerce,Grande Entreprise,457297414.18,2562,2006-03-18,Kénitra,"Zone Industrielle, N° 498, Route de Rodriguez-sur-Mer, Kénitra, Maroc",0537465449,contact@eurotrading11.ma,Actif,4,23
913,572060870000025,Global Import-Export SARL AU,SARL,Commerce,PME,93204222.71,178,2011-06-01,Kénitra,"Zone Industrielle, N° 459, Route de Saint Théophile, Kénitra, Maroc",0537243982,contact@globalimportexport.ma,Actif,4,22
914,974562092000025,Atlas Entreprise SA,SARL,Transport,PME,40635824.48,123,2011-04-25,Kénitra,"Zone Industrielle, N° 312, Route de Mailletnec, Kénitra, Maroc",0537498988,contact@atlasentreprise1.ma,Actif,4,23
915,958769279000074,Société Marocaine de Wholesale SA,SARL,Commerce,TPE,957974.24,9,2015-07-07,Kénitra,"Zone Industrielle, N° 56, Route de Gillet-sur-Mer, Kénitra, Maroc",0537320544,contact@societemarocainedewholesale1.ma,Actif,4,22
916,170121356000065,Global Web SARL,SARL,Technologies,TPE,1350894.23,2,2008-06-12,Kénitra,"Zone Industrielle, N° 438, Route de Jacques, Kénitra, Maroc",0537425039,contact@globalweb.ma,Actif,4,23
917,447109525000015,Société Koutoubia de Entreprise 1 SARL,SNC,Éducation,Grande Entreprise,360800735.06,1139,2005-05-24,Kénitra,"Zone Industrielle, N° 469, Route de Meyer, Kénitra, Maroc",0537778805,contact@societekoutoubiadeentreprise1.ma,Actif,4,22
918,763094664000063,Société Marocaine de Distribution SA,SARL,Commerce,TPE,1320090.8,1,2011-12-22,Kénitra,"Zone Industrielle, N° 200, Route de Roche, Kénitra, Maroc",0537407321,contact@societemarocainededistribution2.ma,Actif,4,23
919,634246035000036,Société Bouregreg de Web SA,SA,Technologies,PME,44827719.23,54,2016-02-26,Kénitra,"Zone Industrielle, N° 25, Route de Saint Suzannenec, Kénitra, Maroc",0537270261,contact@societebouregregdeweb.ma,Actif,4,22
920,537715480000015,Inter Bâtiment 1 SARL,SNC,BTP,TPE,3164031.19,5,2006-12-28,Kénitra,"Zone Industrielle, N° 477, Route de Gosselin-sur-Durand, Kénitra, Maroc",0537251352,contact@interbatiment1.ma,Actif,4,23
921,676306442000066,Inter Trading 2 SARL,SARL,Commerce,TPE,3836261.24,9,2007-02-16,Kénitra,"Zone Industrielle, N° 222, Route de Leclerc, Kénitra, Maroc",0537586993,contact@intertrading2.ma,Actif,4,22
922,613022936000073,Maghreb Conseil SNC,SA,Services,TPE,3056028.37,1,2016-10-22,Kénitra,"Zone Industrielle, N° 59, Route de Saint JeannineVille, Kénitra, Maroc",0537851111,contact@maghrebconseil1.ma,Actif,4,23
923,760366848000023,Afric Wholesale SA,SARL,Commerce,PME,85937004.79,60,2008-12-13,Kénitra,"Zone Industrielle, N° 464, Route de JosephVille, Kénitra, Maroc",0537396012,contact@africwholesale.ma,Actif,4,22
924,809960056000028,Société Bahia de Nettoyage SNC,SARL,Services,TPE,1328286.44,5,2013-03-11,Kénitra,"Zone Industrielle, N° 201, Route de Traore, Kénitra, Maroc",0537542521,contact@societebahiadenettoyage1.ma,Actif,4,23
925,953380169000040,Société Atlas de Ferme SNC,EURL,Agriculture,PME,93789318.96,18,2005-03-21,Kénitra,"Zone Industrielle, N° 437, Route de Sainte Brigitte, Kénitra, Maroc",0537135771,contact@societeatlasdeferme.ma,Actif,4,22
926,572299301000025,Union Métal 2 SARL AU,SARL,Industrie,TPE,1680408.65,8,2011-08-20,Kénitra,"Zone Industrielle, N° 289, Route de Gimenez, Kénitra, Maroc",0537375570,contact@unionmetal2.ma,Actif,4,23
927,817273153000053,Euro Soft SARL AU,SA,Technologies,PME,67268747.97,141,2020-09-15,Kénitra,"Zone Industrielle, N° 59, Route de Faivre, Kénitra, Maroc",0537795466,contact@eurosoft.ma,Actif,4,22
928,417519885000026,Société Maghreb de Services 1 SARL,SARL,Services,PME,29972017.86,103,2019-02-04,Kénitra,"Zone Industrielle, N° 374, Route de Saint Constance, Kénitra, Maroc",0537677204,contact@societemaghrebdeservices11.ma,Actif,4,23
929,338217239000012,Société Maghreb de Métal 1 SARL,SA,Industrie,PME,34167888.52,121,2021-04-05,Kénitra,"Zone Industrielle, N° 358, Route de Rey, Kénitra, Maroc",0537980817,contact@societemaghrebdemetal1.ma,Actif,4,22
930,670017400000031,Société Riad de Béton SA,SARL,BTP,TPE,3748519.41,9,2016-09-08,Kénitra,"Zone Industrielle, N° 494, Route de Julien-sur-Verdier, Kénitra, Maroc",0537827391,contact@societeriaddebeton.ma,Actif,4,23
931,530433938000047,Société Maghreb de Béton SA,SNC,BTP,TPE,590676.56,3,2018-04-09,Kénitra,"Zone Industrielle, N° 495, Route de Leleu-sur-Maillet, Kénitra, Maroc",0537151288,contact@societemaghrebdebeton.ma,Actif,4,22
932,324148755000088,Maghreb Entreprise SNC,SARL,Tourisme,TPE,2656567.97,7,2013-12-18,Kénitra,"Zone Industrielle, N° 169, Route de Gomez, Kénitra, Maroc",0537800574,contact@maghrebentreprise2.ma,Actif,4,23
933,995853974000054,Afric Négoce SNC,SA,Commerce,PME,11347406.29,115,2018-07-19,Kénitra,"Zone Industrielle, N° 137, Route de Meunier, Kénitra, Maroc",0537302764,contact@africnegoce1.ma,Actif,4,22
934,451617643000011,Union Wholesale SNC,SARL,Commerce,TPE,4820450.99,5,2019-03-22,Kénitra,"Zone Industrielle, N° 399, Route de Louisnec, Kénitra, Maroc",0537388851,contact@unionwholesale1.ma,Actif,4,23
935,873101432000053,Société Marocaine de Import-Export SNC,SA,Commerce,PME,54458926.73,144,2019-03-03,Kénitra,"Zone Industrielle, N° 476, Route de Paris, Kénitra, Maroc",0537890888,contact@societemarocainedeimportexport.ma,Actif,4,22
936,195104483000087,Société Marocaine de Security SARL AU,SARL,Services,PME,95201351.41,20,2020-05-08,Kénitra,"Zone Industrielle, N° 62, Route de Saint Lorraine, Kénitra, Maroc",0537648236,contact@societemarocainedesecurity2.ma,Actif,4,23
937,396208468000042,Société Taza de Entreprise 3 SNC,SARL,Transport,Grande Entreprise,446034027.23,1188,2008-05-27,Kénitra,"Zone Industrielle, N° 385, Route de Berthelotdan, Kénitra, Maroc",0537859223,contact@societetazadeentreprise31.ma,Actif,4,22
938,734672082000065,Somaco Entreprise 1 SARL AU,SA,Transport,PME,36238818.8,180,2020-04-19,Kénitra,"Zone Industrielle, N° 123, Route de Sainte Lucy, Kénitra, Maroc",0537619020,contact@somacoentreprise11.ma,Actif,4,23
939,205845958000083,Société Riad de Câblage 1 SNC,SARL,Industrie,PME,14876718.11,191,2008-10-27,Kénitra,"Zone Industrielle, N° 339, Route de Hardyboeuf, Kénitra, Maroc",0537932149,contact@societeriaddecablage1.ma,Actif,4,22
940,528093064000090,Zilis Holding SNC,SARL,Services,TPE,4836975.05,4,2019-08-19,Kénitra,"Zone Industrielle, N° 29, Route de Lejeune-les-Bains, Kénitra, Maroc",0537648159,contact@zilisholding.ma,Actif,4,23
941,372208827000055,Inter Distribution SA,SARL,Commerce,PME,46020748.53,16,2018-01-24,Kénitra,"Zone Industrielle, N° 444, Route de Mallet, Kénitra, Maroc",0537578804,contact@interdistribution2.ma,Actif,4,22
942,687634973000092,Med Holding SARL,EURL,Services,PME,37684723.84,73,2013-03-07,Kénitra,"Zone Industrielle, N° 404, Route de Faivre, Kénitra, Maroc",0537685606,contact@medholding.ma,Actif,4,23
943,875177891000021,Maroc Laiterie 1 SA,SARL,Agriculture,TPE,2066472.28,6,2012-06-27,Kénitra,"Zone Industrielle, N° 61, Route de Reynaud-sur-Mer, Kénitra, Maroc",0537420691,contact@maroclaiterie1.ma,Actif,4,22
944,280971874000051,Euro Aménagement SNC,SARL,BTP,PME,34727812.78,137,2015-08-12,Kénitra,"Zone Industrielle, N° 91, Route de Ribeiro, Kénitra, Maroc",0537891434,contact@euroamenagement1.ma,Actif,4,23
945,742064735000094,Société Riad de Entreprise 1 SARL AU,SARL,Tourisme,TPE,1029969.79,5,2007-04-03,Kénitra,"Zone Industrielle, N° 374, Route de Barthelemy, Kénitra, Maroc",0537194940,contact@societeriaddeentreprise12.ma,Actif,4,22
946,341403853000066,Global Industrie SNC,SA,Industrie,TPE,1390513.22,6,2014-10-19,Kénitra,"Zone Industrielle, N° 175, Route de Sainte Arnaude, Kénitra, Maroc",0537186205,contact@globalindustrie.ma,Actif,4,23
947,971368687000037,Société Marocaine de Travaux SARL AU,SA,BTP,PME,28360841.33,49,2012-04-08,Kénitra,"Zone Industrielle, N° 341, Route de Laporte-les-Bains, Kénitra, Maroc",0537561746,contact@societemarocainedetravaux.ma,Actif,4,22
948,515649533000043,Taza Entreprise SNC,SARL,Transport,TPE,1554286.36,1,2021-10-13,Kénitra,"Zone Industrielle, N° 304, Route de Berger-la-Forêt, Kénitra, Maroc",0537757724,contact@tazaentreprise.ma,Actif,4,23
949,365101864000078,Inter Nettoyage SARL AU,SARL,Services,PME,98282038.23,77,2009-06-28,Kénitra,"Zone Industrielle, N° 369, Route de Rémy, Kénitra, Maroc",0537967641,contact@internettoyage.ma,Actif,4,22
950,157124626000068,Union Travaux SARL AU,SA,BTP,PME,14179033.85,139,2012-08-09,Kénitra,"Zone Industrielle, N° 438, Route de Sainte Camilleboeuf, Kénitra, Maroc",0537702154,contact@uniontravaux2.ma,Actif,4,23
951,168479854000097,Compagnie du Négoce SA,SARL,Commerce,PME,52227629.92,121,2006-06-16,Kénitra,"Zone Industrielle, N° 85, Route de Saint Bernard-la-Forêt, Kénitra, Maroc",0537840618,contact@compagniedunegoce.ma,Actif,4,22
952,432672358000078,Société Bahia de Métal SARL,SARL,Industrie,TPE,4778197.82,5,2009-07-07,Kénitra,"Zone Industrielle, N° 241, Route de MailletVille, Kénitra, Maroc",0537793948,contact@societebahiademetal.ma,Actif,4,23
953,484774860000085,Compagnie du Câblage SNC,SARL,Industrie,PME,33942801.44,69,2005-10-02,Kénitra,"Zone Industrielle, N° 396, Route de Saint Suzanne-sur-Mer, Kénitra, Maroc",0537846705,contact@compagnieducablage.ma,Actif,4,22
954,631475412000025,Société Chaouia de Manufacture SA,EURL,Industrie,TPE,4889033.86,2,2010-03-01,Kénitra,"Zone Industrielle, N° 485, Route de Guillaumeboeuf, Kénitra, Maroc",0537780952,contact@societechaouiademanufacture.ma,Actif,4,23
955,290493557000065,Taza Câblage SNC,SARL,Industrie,TPE,561391.0,7,2015-03-04,Kénitra,"Zone Industrielle, N° 191, Route de Garcia, Kénitra, Maroc",0537426312,contact@tazacablage.ma,Actif,4,22
956,376776096000012,Inter Holding SA,SARL,Services,PME,52469773.25,57,2015-08-25,Kénitra,"Zone Industrielle, N° 278, Route de Aubert, Kénitra, Maroc",0537198595,contact@interholding3.ma,Actif,4,23
957,428848348000013,Soma Distribution 1 SARL AU,EURL,Commerce,PME,10785584.47,152,2021-01-01,Kénitra,"Zone Industrielle, N° 206, Route de Sainte Patrick-sur-Mer, Kénitra, Maroc",0537442737,contact@somadistribution1.ma,Actif,4,22
958,266076902000086,Union Entreprise SA,SARL,Transport,PME,58967472.34,105,2011-06-04,Kénitra,"Zone Industrielle, N° 477, Route de Dupuisboeuf, Kénitra, Maroc",0537816367,contact@unionentreprise2.ma,Actif,4,23
959,434648116000047,Société Maghreb de Génie Civil 1 SA,SARL,BTP,TPE,966948.61,8,2006-09-26,Kénitra,"Zone Industrielle, N° 423, Route de Gillet, Kénitra, Maroc",0537226125,contact@societemaghrebdegeniecivil11.ma,Actif,4,22
960,517520043000067,Chaouia Market SARL,SARL,Commerce,TPE,3446857.06,9,2015-08-22,Kénitra,"Zone Industrielle, N° 435, Route de Joubertboeuf, Kénitra, Maroc",0537674599,contact@chaouiamarket.ma,Actif,4,23
961,615850694000094,Afric Security SARL AU,SARL,Services,Grande Entreprise,367482032.04,468,2017-01-12,Kénitra,"Zone Industrielle, N° 479, Route de Bertin, Kénitra, Maroc",0537161471,contact@africsecurity.ma,Actif,4,22
962,315749184000046,Société Koutoubia de Entreprise 2 SARL,SNC,Transport,PME,84710909.32,35,2021-07-25,Kénitra,"Zone Industrielle, N° 339, Route de Blanchet, Kénitra, Maroc",0537672922,contact@societekoutoubiadeentreprise2.ma,Actif,4,23
963,619803232000088,Taza Security 1 SNC,SARL,Services,TPE,2294732.39,4,2005-08-04,Kénitra,"Zone Industrielle, N° 297, Route de TurpinBourg, Kénitra, Maroc",0537437132,contact@tazasecurity1.ma,Actif,4,22
964,286142551000092,Société Atlas de Ferme SARL,SNC,Agriculture,TPE,2538311.58,5,2014-10-24,Kénitra,"Zone Industrielle, N° 287, Route de Samsonboeuf, Kénitra, Maroc",0537699025,contact@societeatlasdeferme1.ma,Actif,4,23
965,645863316000077,Chaouia Import-Export SARL AU,EURL,Commerce,TPE,334984.55,1,2006-11-28,Kénitra,"Zone Industrielle, N° 388, Route de Lemaître, Kénitra, Maroc",0537554876,contact@chaouiaimportexport1.ma,Actif,4,22
966,321982099000083,Société Marocaine de Travaux SA,SNC,BTP,PME,53330830.45,184,2015-02-23,Kénitra,"Zone Industrielle, N° 263, Route de Pasquier, Kénitra, Maroc",0537313498,contact@societemarocainedetravaux1.ma,Actif,4,23
967,499199790000061,Atlas Trading SARL,SA,Commerce,PME,6481307.4,107,2015-03-13,Kénitra,"Zone Industrielle, N° 126, Route de Saint Nicole, Kénitra, Maroc",0537966723,contact@atlastrading1.ma,Actif,4,22
968,392718059000062,Koutoubia Béton 1 SARL AU,SA,BTP,TPE,794180.16,4,2014-04-21,Kénitra,"Zone Industrielle, N° 477, Route de Durand, Kénitra, Maroc",0537872416,contact@koutoubiabeton1.ma,Actif,4,23
969,238392700000094,Sous Nettoyage 1 SA,SARL,Services,PME,44509300.09,115,2017-01-23,Kénitra,"Zone Industrielle, N° 239, Route de Lenoir, Kénitra, Maroc",0537904390,contact@sousnettoyage11.ma,Actif,4,22
970,405808958000078,Soma Market 1 SNC,SARL,Commerce,PME,11699813.68,39,2013-11-23,Kénitra,"Zone Industrielle, N° 213, Route de Delorme-sur-Fouquet, Kénitra, Maroc",0537828780,contact@somamarket11.ma,Actif,4,23
971,603538733000071,Chaouia Distribution SARL,SARL,Commerce,TPE,4291989.66,5,2020-04-05,Kénitra,"Zone Industrielle, N° 28, Route de Collet-les-Bains, Kénitra, Maroc",0537643398,contact@chaouiadistribution.ma,Actif,4,22
972,811758502000074,Global Market SARL,SARL,Commerce,TPE,1220360.89,7,2009-08-20,Kénitra,"Zone Industrielle, N° 31, Route de Boulanger, Kénitra, Maroc",0537906487,contact@globalmarket1.ma,Actif,4,23
973,791634879000017,Société Atlas de Ferme 1 SARL,SARL,Agriculture,PME,22952095.29,63,2013-03-12,Kénitra,"Zone Industrielle, N° 112, Route de Gillet, Kénitra, Maroc",0537584479,contact@societeatlasdeferme11.ma,Actif,4,22
974,363900096000087,Afric Plastique SA,SA,Industrie,TPE,850177.84,5,2019-01-28,Kénitra,"Zone Industrielle, N° 45, Route de Moulin-sur-Didier, Kénitra, Maroc",0537561929,contact@africplastique1.ma,Actif,4,23
975,282445097000051,Somibat Câblage SARL AU,SARL,Industrie,TPE,2828580.35,3,2021-09-01,Kénitra,"Zone Industrielle, N° 378, Route de Bègueboeuf, Kénitra, Maroc",0537748634,contact@somibatcablage.ma,Actif,4,22
976,918380516000090,Atlas Béton SARL,SARL,BTP,TPE,803083.74,2,2017-10-04,Kénitra,"Zone Industrielle, N° 124, Route de Ledoux, Kénitra, Maroc",0537998632,contact@atlasbeton2.ma,Actif,4,23
977,626737297000088,Société Koutoubia de Génie Civil SNC,SARL,BTP,TPE,2773354.41,1,2017-08-24,Kénitra,"Zone Industrielle, N° 359, Route de Ramosdan, Kénitra, Maroc",0537349214,contact@societekoutoubiadegeniecivil.ma,Actif,4,22
978,376178153000030,Riad Plastique 1 SA,SARL,Industrie,TPE,4902642.41,8,2014-11-24,Kénitra,"Zone Industrielle, N° 208, Route de Royboeuf, Kénitra, Maroc",0537282822,contact@riadplastique1.ma,Actif,4,23
979,323446663000061,Zilis Market 1 SNC,SNC,Commerce,TPE,202591.92,5,2017-03-27,Kénitra,"Zone Industrielle, N° 190, Route de Joly, Kénitra, Maroc",0537756932,contact@zilismarket11.ma,Actif,4,22
980,364148131000037,Saiss Conseil SNC,SARL,Services,TPE,2146855.57,8,2017-03-24,Kénitra,"Zone Industrielle, N° 115, Route de Camus-les-Bains, Kénitra, Maroc",0537655678,contact@saissconseil1.ma,Actif,4,23
981,216662246000079,Riad Génie Civil SARL AU,SARL,BTP,PME,58996726.37,196,2014-04-13,Kénitra,"Zone Industrielle, N° 250, Route de ClercVille, Kénitra, Maroc",0537248196,contact@riadgeniecivil.ma,Actif,4,22
982,575646523000013,Inter Nettoyage SA,SNC,Services,PME,33530426.07,169,2017-09-14,Kénitra,"Zone Industrielle, N° 492, Route de FontaineBourg, Kénitra, Maroc",0537289074,contact@internettoyage1.ma,Actif,4,23
983,363816732000026,Société Taza de Market SA,SA,Commerce,PME,41667213.77,180,2011-03-14,Kénitra,"Zone Industrielle, N° 249, Route de Saint Antoinette, Kénitra, Maroc",0537431864,contact@societetazademarket.ma,Actif,4,22
984,196579827000050,Société Maroc de Web SARL,SARL,Technologies,PME,51235073.84,166,2005-01-28,Kénitra,"Zone Industrielle, N° 179, Route de Lombard, Kénitra, Maroc",0537155315,contact@societemarocdeweb.ma,Actif,4,23
985,411107084000048,Inter Data SARL AU,SNC,Technologies,Grande Entreprise,242678541.55,816,2019-08-11,Kénitra,"Zone Industrielle, N° 99, Route de Mercier, Kénitra, Maroc",0537837781,contact@interdata.ma,Actif,4,22
986,367780255000024,Société Bahia de Négoce 1 SARL,SARL,Commerce,TPE,2853249.02,3,2020-12-09,Kénitra,"Zone Industrielle, N° 444, Route de Petit, Kénitra, Maroc",0537823479,contact@societebahiadenegoce1.ma,Actif,4,23
987,489107100000066,Global Négoce SARL,SARL,Commerce,PME,18931397.58,123,2010-01-19,Kénitra,"Zone Industrielle, N° 428, Route de Bodin, Kénitra, Maroc",0537821547,contact@globalnegoce.ma,Actif,4,22
988,260509374000024,Maroc Entreprise SARL AU,SARL,Santé,PME,22274198.22,15,2009-10-10,Kénitra,"Zone Industrielle, N° 211, Route de BessonVille, Kénitra, Maroc",0537810277,contact@marocentreprise3.ma,Actif,4,23
989,281526961000056,Zilis Distribution SARL AU,SARL,Commerce,Grande Entreprise,416387015.46,2939,2020-01-20,Kénitra,"Zone Industrielle, N° 223, Route de Diaz-sur-Martineau, Kénitra, Maroc",0537718998,contact@zilisdistribution.ma,Actif,4,22
990,564876172000053,Saiss Entreprise SARL,SARL,Éducation,PME,23242198.96,81,2012-12-10,Kénitra,"Zone Industrielle, N° 239, Route de Guillet-sur-Delmas, Kénitra, Maroc",0537375894,contact@saissentreprise2.ma,Actif,4,23
991,508742503000035,Société Atlas de Travaux SARL AU,SNC,BTP,TPE,3774988.35,8,2005-12-19,Kénitra,"Zone Industrielle, N° 164, Route de DurandVille, Kénitra, Maroc",0537120145,contact@societeatlasdetravaux.ma,Actif,4,22
992,242099130000054,Société Taza de Construction SARL AU,SARL,BTP,Grande Entreprise,252006773.32,347,2021-07-14,Kénitra,"Zone Industrielle, N° 185, Route de Courtoisnec, Kénitra, Maroc",0537841637,contact@societetazadeconstruction2.ma,Actif,4,23
993,238003554000023,Koutoubia Services SARL,SA,Services,PME,57476351.7,135,2015-09-04,Kénitra,"Zone Industrielle, N° 425, Route de Saint Éléonore, Kénitra, Maroc",0537124125,contact@koutoubiaservices.ma,Actif,4,22
994,772298073000068,Somibat Distribution SA,SA,Commerce,TPE,967825.37,2,2015-10-03,Kénitra,"Zone Industrielle, N° 308, Route de Regnier, Kénitra, Maroc",0537263833,contact@somibatdistribution1.ma,Actif,4,23
995,198339644000010,Soma Trading 1 SARL,SNC,Commerce,PME,36435560.58,180,2007-03-03,Kénitra,"Zone Industrielle, N° 497, Route de Durand, Kénitra, Maroc",0537853144,contact@somatrading11.ma,Actif,4,22
996,858355916000033,Saiss Wholesale SARL,SARL,Commerce,TPE,3459444.89,4,2020-04-23,Kénitra,"Zone Industrielle, N° 319, Route de Rochernec, Kénitra, Maroc",0537619360,contact@saisswholesale.ma,Actif,4,23
997,181367901000034,Soma Logistique SARL,SARL,Services,TPE,3684667.24,1,2011-12-04,Kénitra,"Zone Industrielle, N° 399, Route de Gautier, Kénitra, Maroc",0537837010,contact@somalogistique1.ma,Actif,4,22
998,889676079000040,Société Taza de Market SARL AU,SARL,Commerce,TPE,1674886.69,4,2011-07-09,Kénitra,"Zone Industrielle, N° 186, Route de Saint Olivier-sur-Mer, Kénitra, Maroc",0537964517,contact@societetazademarket1.ma,Actif,4,23
999,185847386000096,Somaco Services SA,SARL,Services,TPE,3308726.62,5,2006-10-25,Kénitra,"Zone Industrielle, N° 230, Route de Laine-sur-Fleury, Kénitra, Maroc",0537957424,contact@somacoservices1.ma,Actif,4,22
1000,442592338000067,Bahia Entreprise 2 SARL,SA,Santé,PME,73030422.57,13,2007-10-09,Kénitra,"Zone Industrielle, N° 439, Route de Da Costa, Kénitra, Maroc",0537862470,contact@bahiaentreprise2.ma,Actif,4,23
1001,599230693000069,Riad Câblage SNC,SARL,Industrie,TPE,4073730.31,6,2010-01-23,Kénitra,"Zone Industrielle, N° 219, Route de Chevalierboeuf, Kénitra, Maroc",0537470037,contact@riadcablage1.ma,Actif,4,22
1002,440079269000058,Maghreb Manufacture SNC,SA,Industrie,TPE,4001633.1,7,2017-07-01,Kénitra,"Zone Industrielle, N° 413, Route de Jacques-sur-Mer, Kénitra, Maroc",0537246205,contact@maghrebmanufacture1.ma,Actif,4,23
1003,607115620000029,Société Maghreb de Logistique 1 SNC,SARL,Services,Grande Entreprise,352877215.0,1836,2010-04-04,Kénitra,"Zone Industrielle, N° 210, Route de Ribeiro, Kénitra, Maroc",0537117185,contact@societemaghrebdelogistique11.ma,Actif,4,22
1004,623279634000095,Société Sous de Logistique SARL AU,SARL,Services,TPE,1069006.77,8,2020-07-14,Kénitra,"Zone Industrielle, N° 91, Route de Saint Éricnec, Kénitra, Maroc",0537992964,contact@societesousdelogistique.ma,Actif,4,23
1005,430720723000090,Société Sous de Systems SNC,SARL,Technologies,TPE,4811053.14,2,2020-04-14,Kénitra,"Zone Industrielle, N° 16, Route de Hoareaudan, Kénitra, Maroc",0537614333,contact@societesousdesystems.ma,Actif,4,22
1006,119015738000067,Société Sous de Construction SA,SA,BTP,TPE,3189249.27,7,2009-06-19,Kénitra,"Zone Industrielle, N° 42, Route de Saint Martine, Kénitra, Maroc",0537596524,contact@societesousdeconstruction.ma,Actif,4,23
1007,939231372000090,Société Med de Construction SARL AU,SARL,BTP,TPE,1305938.28,6,2015-12-07,Kénitra,"Zone Industrielle, N° 174, Route de Perez, Kénitra, Maroc",0537233308,contact@societemeddeconstruction2.ma,Actif,4,22
1008,905512878000028,Société Marocaine de Textile SA,SARL,Industrie,PME,91581181.6,191,2005-06-17,Kénitra,"Zone Industrielle, N° 206, Route de Gayboeuf, Kénitra, Maroc",0537200225,contact@societemarocainedetextile.ma,Actif,4,23
1009,935112665000017,Société Marocaine de Métal SARL AU,SA,Industrie,PME,12724228.5,135,2013-12-05,Kénitra,"Zone Industrielle, N° 444, Route de Gauthier-sur-Evrard, Kénitra, Maroc",0537481453,contact@societemarocainedemetal.ma,Actif,4,22
1010,984909762000092,Société Maghreb de Conseil SNC,EURL,Services,TPE,1194333.26,1,2020-06-20,Kénitra,"Zone Industrielle, N° 112, Route de Saint Marcel, Kénitra, Maroc",0537662361,contact@societemaghrebdeconseil.ma,Actif,4,23
1011,852313014000011,Société Chaouia de Nettoyage SARL,SA,Services,TPE,4626174.91,2,2014-04-26,Kénitra,"Zone Industrielle, N° 226, Route de Ollivier-sur-Dupuy, Kénitra, Maroc",0537494273,contact@societechaouiadenettoyage.ma,Actif,4,22
1012,268554291000086,Inter Négoce 2 SNC,SA,Commerce,TPE,1100776.12,5,2009-08-21,Kénitra,"Zone Industrielle, N° 294, Route de Saint Marianne, Kénitra, Maroc",0537500576,contact@internegoce2.ma,Actif,4,23
1013,450617550000080,Société Bahia de Métal SA,SARL,Industrie,TPE,1639026.36,5,2009-06-01,Kénitra,"Zone Industrielle, N° 36, Route de Devaux, Kénitra, Maroc",0537229934,contact@societebahiademetal1.ma,Actif,4,22
1014,912276430000082,Société Saiss de Métal SNC,SARL,Industrie,TPE,794588.92,7,2006-11-10,Kénitra,"Zone Industrielle, N° 299, Route de Descamps-sur-David, Kénitra, Maroc",0537439753,contact@societesaissdemetal.ma,Actif,4,23
1015,463094446000020,Soma Industrie SARL,SARL,Industrie,TPE,2607371.02,3,2012-02-25,Kénitra,"Zone Industrielle, N° 192, Route de Gomes, Kénitra, Maroc",0537477819,contact@somaindustrie.ma,Actif,4,22
1016,322537900000067,Société Taza de Holding SARL,SA,Services,TPE,3779168.4,8,2009-09-27,Kénitra,"Zone Industrielle, N° 426, Route de Saint Jacqueline, Kénitra, Maroc",0537193819,contact@societetazadeholding.ma,Actif,4,23
1017,914462961000039,Société Koutoubia de Market SARL,SARL,Commerce,TPE,3837543.96,5,2012-08-02,Kénitra,"Zone Industrielle, N° 122, Route de Chrétien, Kénitra, Maroc",0537144224,contact@societekoutoubiademarket1.ma,Actif,4,22
