id_souscription,id_entreprise,id_solution,date_souscription,statut,niveau_utilisation
1097,620,1,2022-02-16,ACTIF,ELEVE
1098,620,2,2022-07-21,RESILIE,ELEVE
1099,620,4,2022-08-17,ACTIF,MOYEN
1100,621,2,2022-08-22,ACTIF,FAIBLE
1101,622,2,2022-07-21,ACTIF,ELEVE
1102,623,2,2022-01-26,ACTIF,MOYEN
1103,624,4,2022-02-17,ACTIF,MOYEN
1104,625,2,2022-03-09,ACTIF,MOYEN
1105,625,4,2022-07-08,RESILIE,MOYEN
1106,625,5,2022-05-19,ACTIF,MOYEN
1107,626,2,2022-07-21,ACTIF,MOYEN
1108,627,2,2022-07-25,ACTIF,ELEVE
1109,627,5,2022-02-12,ACTIF,ELEVE
1110,629,1,2022-08-17,ACTIF,ELEVE
1111,629,2,2022-09-15,ACTIF,FAIBLE
1112,629,5,2022-04-07,ACTIF,FAIBLE
1113,633,3,2022-03-02,ACTIF,FAIBLE
1114,634,2,2022-07-24,ACTIF,FAIBLE
1115,634,3,2022-06-10,ACTIF,FAIBLE
1116,636,1,2022-01-17,ACTIF,ELEVE
1117,636,2,2022-10-29,ACTIF,ELEVE
1118,636,3,2022-12-17,ACTIF,FAIBLE
1119,637,1,2022-09-03,ACTIF,ELEVE
1120,637,5,2022-06-04,ACTIF,FAIBLE
1121,638,2,2022-03-04,ACTIF,FAIBLE
1122,638,5,2022-06-07,ACTIF,FAIBLE
1123,639,2,2022-01-31,ACTIF,MOYEN
1124,640,4,2022-11-16,ACTIF,ELEVE
1125,640,5,2022-10-24,ACTIF,MOYEN
1126,641,2,2022-11-02,ACTIF,FAIBLE
1127,641,5,2022-05-27,ACTIF,MOYEN
1128,642,1,2022-11-03,ACTIF,ELEVE
1129,642,2,2022-07-02,ACTIF,MOYEN
1130,642,5,2022-06-07,ACTIF,FAIBLE
1131,643,4,2022-10-27,ACTIF,ELEVE
1132,643,5,2022-11-13,ACTIF,MOYEN
1133,644,3,2022-03-19,RESILIE,ELEVE
1134,644,4,2022-03-28,ACTIF,ELEVE
1135,644,5,2022-12-22,ACTIF,ELEVE
1136,645,2,2022-07-31,ACTIF,ELEVE
1137,645,3,2022-02-11,ACTIF,FAIBLE
1138,645,4,2022-10-28,ACTIF,MOYEN
1139,645,5,2022-02-17,ACTIF,FAIBLE
1140,646,2,2022-10-09,ACTIF,MOYEN
1141,647,1,2022-08-01,ACTIF,ELEVE
1142,647,5,2022-12-23,ACTIF,MOYEN
1143,648,2,2022-12-28,ACTIF,FAIBLE
1144,648,4,2022-03-24,ACTIF,MOYEN
1145,649,4,2022-08-16,ACTIF,FAIBLE
1146,649,5,2022-08-14,ACTIF,FAIBLE
1147,650,2,2022-05-24,ACTIF,MOYEN
1148,650,3,2022-04-03,RESILIE,FAIBLE
1149,650,5,2022-09-06,ACTIF,ELEVE
1150,651,2,2022-07-01,ACTIF,FAIBLE
1151,651,3,2022-10-13,ACTIF,MOYEN
1152,652,4,2022-10-23,ACTIF,MOYEN
1153,652,5,2022-05-30,ACTIF,FAIBLE
1154,654,3,2022-09-23,ACTIF,ELEVE
1155,655,1,2022-04-30,ACTIF,ELEVE
1156,655,2,2022-10-01,RESILIE,ELEVE
1157,655,5,2022-04-03,ACTIF,FAIBLE
1158,656,2,2022-12-17,ACTIF,MOYEN
1159,657,1,2022-03-24,ACTIF,MOYEN
1160,657,2,2022-11-27,ACTIF,ELEVE
1161,657,5,2022-09-30,ACTIF,FAIBLE
1162,658,2,2022-09-20,ACTIF,MOYEN
1163,658,5,2022-08-23,ACTIF,FAIBLE
1164,659,4,2022-10-24,ACTIF,ELEVE
1165,659,5,2022-04-28,ACTIF,MOYEN
1166,660,2,2022-04-05,ACTIF,FAIBLE
1167,660,3,2022-03-21,ACTIF,MOYEN
1168,660,5,2022-08-21,ACTIF,MOYEN
1169,661,2,2022-04-29,ACTIF,MOYEN
1170,662,2,2022-09-05,ACTIF,MOYEN
1171,662,3,2022-09-06,ACTIF,FAIBLE
1172,662,5,2022-09-15,ACTIF,ELEVE
1173,663,2,2022-01-19,ACTIF,FAIBLE
1174,664,2,2022-09-22,ACTIF,FAIBLE
1175,664,3,2022-09-09,ACTIF,FAIBLE
1176,664,5,2022-10-10,ACTIF,FAIBLE
1177,665,4,2022-05-19,ACTIF,MOYEN
1178,665,5,2022-05-13,ACTIF,ELEVE
1179,666,1,2022-07-24,ACTIF,MOYEN
1180,667,2,2022-02-13,ACTIF,MOYEN
1181,667,3,2022-03-12,ACTIF,ELEVE
1182,667,4,2022-06-03,ACTIF,FAIBLE
1183,667,5,2022-10-13,ACTIF,MOYEN
1184,668,4,2022-02-02,ACTIF,MOYEN
1185,669,2,2022-06-21,ACTIF,ELEVE
1186,669,4,2022-11-22,ACTIF,FAIBLE
1187,669,5,2022-07-21,ACTIF,ELEVE
1188,670,2,2022-05-17,ACTIF,FAIBLE
1189,670,5,2022-09-11,ACTIF,ELEVE
1190,671,1,2022-10-19,ACTIF,MOYEN
1191,671,5,2022-12-09,ACTIF,ELEVE
1192,672,2,2022-06-03,ACTIF,MOYEN
1193,674,5,2022-10-19,ACTIF,MOYEN
1194,675,1,2022-07-28,ACTIF,ELEVE
1195,675,2,2022-11-21,ACTIF,FAIBLE
1196,676,1,2022-02-20,ACTIF,FAIBLE
1197,678,1,2022-07-27,ACTIF,MOYEN
1198,678,2,2022-11-20,ACTIF,ELEVE
1199,678,4,2022-07-14,ACTIF,ELEVE
1200,679,5,2022-04-29,ACTIF,MOYEN
1201,680,5,2022-05-29,ACTIF,MOYEN
1202,681,1,2022-10-18,ACTIF,ELEVE
1203,681,2,2022-04-19,ACTIF,MOYEN
1204,681,4,2022-01-29,RESILIE,FAIBLE
1205,682,4,2022-10-30,ACTIF,MOYEN
1206,683,2,2022-11-22,ACTIF,FAIBLE
1207,683,3,2022-12-14,ACTIF,FAIBLE
1208,683,5,2022-10-27,ACTIF,FAIBLE
1209,684,1,2022-04-26,ACTIF,FAIBLE
1210,684,2,2022-04-12,ACTIF,ELEVE
1211,685,2,2022-09-24,ACTIF,MOYEN
1212,685,3,2022-12-25,ACTIF,ELEVE
1213,686,2,2022-10-31,ACTIF,MOYEN
1214,687,1,2022-01-30,ACTIF,MOYEN
1215,688,2,2022-11-15,ACTIF,FAIBLE
1216,689,2,2022-05-18,ACTIF,ELEVE
1217,690,5,2022-07-17,ACTIF,FAIBLE
1218,692,2,2022-03-23,ACTIF,ELEVE
1219,692,4,2022-09-03,ACTIF,MOYEN
1220,694,2,2022-10-17,ACTIF,FAIBLE
1221,695,1,2022-03-31,ACTIF,FAIBLE
1222,695,3,2022-07-29,ACTIF,MOYEN
1223,695,5,2022-09-24,ACTIF,FAIBLE
1224,696,4,2022-05-18,ACTIF,ELEVE
1225,697,1,2022-10-27,ACTIF,MOYEN
1226,697,2,2022-12-10,ACTIF,MOYEN
1227,698,2,2022-07-04,ACTIF,FAIBLE
1228,698,3,2022-03-26,ACTIF,ELEVE
1229,699,1,2022-10-01,ACTIF,FAIBLE
1230,700,1,2022-07-23,ACTIF,FAIBLE
1231,700,3,2022-03-22,ACTIF,FAIBLE
1232,700,4,2022-12-12,ACTIF,MOYEN
1233,700,5,2022-01-20,ACTIF,FAIBLE
1234,701,1,2022-08-28,ACTIF,MOYEN
1235,701,3,2022-07-01,ACTIF,MOYEN
1236,702,2,2022-06-18,ACTIF,FAIBLE
1237,702,3,2022-06-19,ACTIF,FAIBLE
1238,702,4,2022-07-14,ACTIF,FAIBLE
1239,703,1,2022-07-04,ACTIF,MOYEN
1240,703,3,2022-09-08,ACTIF,FAIBLE
1241,703,4,2022-02-02,ACTIF,ELEVE
1242,703,5,2022-07-26,ACTIF,MOYEN
1243,704,2,2022-11-25,ACTIF,MOYEN
1244,704,5,2022-09-08,ACTIF,FAIBLE
1245,705,2,2022-08-08,ACTIF,ELEVE
1246,706,1,2022-03-11,ACTIF,FAIBLE
1247,706,2,2022-06-18,ACTIF,FAIBLE
1248,706,5,2022-04-24,ACTIF,MOYEN
1249,707,2,2022-01-16,ACTIF,FAIBLE
1250,708,5,2022-04-05,ACTIF,ELEVE
1251,710,2,2022-03-02,ACTIF,MOYEN
1252,710,3,2022-04-22,ACTIF,MOYEN
1253,712,2,2022-07-06,ACTIF,MOYEN
1254,712,4,2022-04-17,ACTIF,FAIBLE
1255,712,5,2022-05-24,ACTIF,MOYEN
1256,713,2,2022-05-23,ACTIF,ELEVE
1257,714,1,2022-06-16,ACTIF,FAIBLE
1258,714,2,2022-02-16,ACTIF,ELEVE
1259,714,4,2023-01-01,ACTIF,FAIBLE
1260,714,5,2022-02-10,ACTIF,FAIBLE
1261,715,3,2022-11-07,ACTIF,MOYEN
1262,715,4,2022-03-25,ACTIF,FAIBLE
1263,716,1,2022-04-16,ACTIF,FAIBLE
1264,716,2,2022-12-06,ACTIF,FAIBLE
1265,716,5,2022-11-22,ACTIF,MOYEN
1266,717,2,2022-07-06,ACTIF,MOYEN
1267,717,4,2022-08-04,ACTIF,MOYEN
1268,717,5,2022-10-08,RESILIE,MOYEN
1269,719,1,2022-03-16,ACTIF,MOYEN
1270,719,2,2022-07-26,ACTIF,ELEVE
1271,719,3,2022-02-15,ACTIF,ELEVE
1272,719,5,2022-04-17,ACTIF,FAIBLE
1273,720,2,2022-03-09,ACTIF,ELEVE
1274,720,5,2022-03-14,ACTIF,MOYEN
1275,721,1,2022-02-28,ACTIF,FAIBLE
1276,722,1,2022-03-18,ACTIF,MOYEN
1277,722,2,2022-04-04,ACTIF,FAIBLE
1278,722,5,2022-09-03,ACTIF,MOYEN
1279,723,1,2022-11-29,ACTIF,ELEVE
1280,724,2,2022-12-01,ACTIF,MOYEN
1281,724,4,2022-04-21,ACTIF,ELEVE
1282,726,1,2022-06-04,ACTIF,ELEVE
1283,726,2,2022-06-25,ACTIF,FAIBLE
1284,726,5,2022-03-05,ACTIF,FAIBLE
1285,728,2,2022-05-16,ACTIF,MOYEN
1286,728,5,2022-03-21,ACTIF,FAIBLE
1287,730,1,2022-05-20,ACTIF,FAIBLE
1288,730,2,2022-05-22,ACTIF,MOYEN
1289,730,5,2022-09-02,ACTIF,MOYEN
1290,731,1,2022-03-25,ACTIF,ELEVE
1291,731,2,2022-12-06,ACTIF,ELEVE
1292,732,4,2022-10-19,ACTIF,ELEVE
1293,733,2,2022-02-05,ACTIF,MOYEN
1294,733,3,2022-06-14,ACTIF,ELEVE
1295,733,4,2022-05-07,ACTIF,ELEVE
1296,734,2,2022-12-26,ACTIF,ELEVE
1297,734,5,2022-09-09,ACTIF,FAIBLE
1298,735,1,2022-07-12,ACTIF,MOYEN
1299,735,2,2022-12-23,ACTIF,ELEVE
1300,735,4,2022-08-26,RESILIE,ELEVE
1301,736,1,2022-10-25,ACTIF,MOYEN
1302,736,2,2022-12-18,ACTIF,FAIBLE
1303,736,3,2022-10-04,ACTIF,ELEVE
1304,736,5,2022-12-25,ACTIF,ELEVE
1305,737,4,2022-02-05,ACTIF,MOYEN
1306,738,4,2022-10-09,ACTIF,ELEVE
1307,739,1,2022-02-26,ACTIF,ELEVE
1308,739,3,2022-02-26,ACTIF,ELEVE
1309,739,4,2022-09-12,ACTIF,ELEVE
1310,739,5,2022-09-13,ACTIF,ELEVE
1311,740,2,2022-10-28,ACTIF,ELEVE
1312,742,5,2022-01-21,ACTIF,MOYEN
1313,744,1,2022-04-13,ACTIF,FAIBLE
1314,744,4,2022-04-22,ACTIF,ELEVE
1315,744,5,2022-02-19,ACTIF,MOYEN
1316,745,2,2022-07-16,ACTIF,FAIBLE
1317,745,5,2022-08-14,ACTIF,MOYEN
1318,746,1,2022-05-13,ACTIF,MOYEN
1319,746,4,2022-07-06,ACTIF,ELEVE
1320,746,5,2022-05-17,ACTIF,MOYEN
1321,747,2,2022-05-29,ACTIF,FAIBLE
1322,748,3,2022-04-27,ACTIF,ELEVE
1323,749,1,2022-02-26,ACTIF,MOYEN
1324,750,2,2022-06-22,ACTIF,ELEVE
1325,751,2,2022-04-08,ACTIF,MOYEN
1326,752,3,2022-06-21,ACTIF,ELEVE
1327,752,4,2022-03-10,RESILIE,FAIBLE
1328,753,1,2022-05-19,ACTIF,FAIBLE
1329,754,2,2022-05-16,ACTIF,ELEVE
1330,754,4,2022-08-17,ACTIF,MOYEN
1331,754,5,2022-03-04,ACTIF,ELEVE
1332,755,1,2022-02-19,ACTIF,ELEVE
1333,755,2,2022-05-25,ACTIF,FAIBLE
1334,755,4,2022-05-30,ACTIF,MOYEN
1335,756,2,2022-12-05,ACTIF,FAIBLE
1336,756,3,2022-11-02,ACTIF,ELEVE
1337,757,1,2022-03-22,ACTIF,FAIBLE
1338,757,4,2022-04-30,ACTIF,MOYEN
1339,757,5,2022-08-14,ACTIF,MOYEN
1340,758,1,2022-01-26,ACTIF,MOYEN
1341,758,2,2022-01-22,ACTIF,ELEVE
1342,758,3,2022-05-16,ACTIF,MOYEN
1343,759,1,2022-02-09,ACTIF,ELEVE
1344,759,3,2022-12-30,ACTIF,FAIBLE
1345,759,5,2022-09-10,ACTIF,FAIBLE
1346,760,3,2022-10-10,ACTIF,ELEVE
1347,761,5,2022-08-28,ACTIF,MOYEN
1348,762,1,2022-09-18,ACTIF,MOYEN
1349,762,2,2022-05-05,ACTIF,ELEVE
1350,763,3,2022-10-02,ACTIF,MOYEN
1351,763,4,2022-03-16,ACTIF,ELEVE
1352,763,5,2022-09-29,ACTIF,MOYEN
1353,764,2,2022-09-06,ACTIF,ELEVE
1354,764,3,2022-10-27,ACTIF,ELEVE
1355,765,2,2022-12-28,ACTIF,FAIBLE
1356,765,4,2022-09-21,ACTIF,MOYEN
1357,766,2,2022-10-19,ACTIF,ELEVE
1358,766,5,2022-06-07,ACTIF,MOYEN
1359,767,5,2022-01-31,ACTIF,MOYEN
1360,768,1,2022-08-19,ACTIF,MOYEN
1361,768,5,2022-07-16,ACTIF,FAIBLE
1362,769,2,2022-07-12,ACTIF,MOYEN
1363,769,5,2022-06-28,ACTIF,MOYEN
1364,770,2,2022-10-07,ACTIF,ELEVE
1365,771,5,2022-03-26,ACTIF,FAIBLE
1366,772,1,2022-02-04,ACTIF,MOYEN
1367,772,3,2022-06-06,ACTIF,FAIBLE
1368,773,4,2022-03-11,ACTIF,ELEVE
1369,774,2,2022-06-08,ACTIF,FAIBLE
1370,774,3,2022-06-24,ACTIF,ELEVE
1371,775,1,2022-06-04,RESILIE,FAIBLE
1372,775,2,2022-06-14,ACTIF,MOYEN
1373,775,4,2022-05-28,ACTIF,ELEVE
1374,776,1,2022-01-24,ACTIF,FAIBLE
1375,776,2,2022-01-23,ACTIF,FAIBLE
1376,777,2,2022-01-30,ACTIF,MOYEN
1377,777,5,2022-10-14,RESILIE,ELEVE
1378,779,3,2022-05-12,RESILIE,ELEVE
1379,779,5,2022-11-16,ACTIF,ELEVE
1380,780,2,2022-08-10,ACTIF,ELEVE
1381,780,4,2022-10-13,ACTIF,FAIBLE
1382,781,1,2022-03-04,ACTIF,ELEVE
1383,781,4,2022-05-31,ACTIF,MOYEN
1384,782,1,2022-03-20,ACTIF,FAIBLE
1385,782,5,2022-06-03,ACTIF,FAIBLE
1386,783,2,2022-04-05,ACTIF,MOYEN
1387,783,5,2022-07-04,ACTIF,FAIBLE
1388,784,1,2022-12-14,ACTIF,ELEVE
1389,784,2,2022-07-07,ACTIF,MOYEN
1390,784,3,2022-11-15,ACTIF,FAIBLE
1391,784,4,2022-01-21,ACTIF,MOYEN
1392,785,2,2022-02-01,ACTIF,MOYEN
1393,785,3,2022-12-27,ACTIF,MOYEN
1394,785,5,2022-08-28,RESILIE,ELEVE
1395,786,1,2022-07-22,ACTIF,FAIBLE
1396,786,5,2022-08-13,RESILIE,FAIBLE
1397,787,1,2022-11-30,ACTIF,ELEVE
1398,787,2,2022-03-29,ACTIF,MOYEN
1399,787,3,2022-06-05,ACTIF,MOYEN
1400,788,3,2022-10-14,ACTIF,FAIBLE
1401,788,5,2022-03-11,ACTIF,MOYEN
1402,789,4,2022-04-24,ACTIF,FAIBLE
1403,791,4,2022-10-08,ACTIF,FAIBLE
1404,792,2,2022-09-27,ACTIF,ELEVE
1405,792,3,2022-12-04,ACTIF,MOYEN
1406,793,4,2022-09-15,ACTIF,MOYEN
1407,793,5,2022-06-05,ACTIF,ELEVE
1408,794,2,2022-06-21,ACTIF,MOYEN
1409,794,3,2022-08-26,ACTIF,FAIBLE
1410,795,1,2022-06-17,ACTIF,ELEVE
1411,795,5,2022-05-02,ACTIF,MOYEN
1412,796,1,2022-10-30,ACTIF,MOYEN
1413,797,1,2022-01-27,ACTIF,MOYEN
1414,797,2,2022-07-19,ACTIF,MOYEN
1415,797,4,2022-08-26,ACTIF,FAIBLE
1416,797,5,2022-11-05,ACTIF,ELEVE
1417,798,2,2022-12-05,ACTIF,ELEVE
1418,798,3,2022-10-31,ACTIF,FAIBLE
1419,798,4,2022-12-24,ACTIF,FAIBLE
1420,798,5,2022-03-20,ACTIF,ELEVE
1421,799,1,2022-03-24,ACTIF,MOYEN
1422,800,1,2022-12-27,ACTIF,ELEVE
1423,800,4,2022-04-05,ACTIF,MOYEN
1424,800,5,2022-05-20,ACTIF,MOYEN
1425,801,5,2022-06-21,ACTIF,ELEVE
1426,803,1,2022-09-02,ACTIF,ELEVE
1427,803,2,2022-06-12,ACTIF,ELEVE
1428,803,4,2022-03-11,ACTIF,ELEVE
1429,804,2,2022-01-28,ACTIF,FAIBLE
1430,805,1,2022-08-02,ACTIF,FAIBLE
1431,805,4,2022-12-23,RESILIE,MOYEN
1432,805,5,2022-08-03,ACTIF,MOYEN
1433,806,1,2022-04-09,ACTIF,ELEVE
1434,806,5,2022-03-26,ACTIF,ELEVE
1435,807,1,2022-11-20,ACTIF,FAIBLE
1436,808,1,2022-10-12,ACTIF,ELEVE
1437,808,2,2022-08-19,ACTIF,MOYEN
1438,808,4,2022-05-03,ACTIF,MOYEN
1439,808,5,2022-05-13,RESILIE,ELEVE
1440,809,3,2022-08-29,RESILIE,ELEVE
1441,810,2,2022-07-11,ACTIF,FAIBLE
1442,810,3,2022-01-16,ACTIF,MOYEN
1443,810,4,2022-05-27,ACTIF,FAIBLE
1444,812,4,2022-09-27,ACTIF,FAIBLE
1445,812,5,2022-05-23,RESILIE,FAIBLE
1446,813,2,2022-11-02,ACTIF,ELEVE
1447,813,4,2022-12-22,RESILIE,ELEVE
1448,813,5,2022-11-30,ACTIF,FAIBLE
1449,814,4,2022-03-23,ACTIF,ELEVE
1450,814,5,2022-06-05,ACTIF,FAIBLE
1451,815,2,2022-04-07,ACTIF,ELEVE
1452,817,1,2022-02-15,ACTIF,MOYEN
1453,817,2,2022-12-17,ACTIF,ELEVE
1454,817,5,2022-11-11,ACTIF,MOYEN
1455,818,1,2022-12-11,ACTIF,ELEVE
1456,818,2,2022-02-04,ACTIF,FAIBLE
1457,818,3,2022-07-02,ACTIF,ELEVE
1458,819,2,2022-09-08,ACTIF,MOYEN
1459,819,4,2022-04-26,ACTIF,FAIBLE
1460,820,5,2022-02-19,ACTIF,MOYEN
1461,821,1,2022-06-08,ACTIF,FAIBLE
1462,821,3,2022-10-05,ACTIF,ELEVE
1463,821,5,2022-09-21,ACTIF,MOYEN
1464,822,3,2022-07-08,ACTIF,ELEVE
1465,822,4,2022-02-07,ACTIF,MOYEN
1466,823,1,2022-05-23,ACTIF,MOYEN
1467,823,2,2022-08-05,ACTIF,FAIBLE
1468,823,5,2022-03-20,ACTIF,MOYEN
1469,824,1,2022-06-22,ACTIF,FAIBLE
1470,824,2,2022-12-21,ACTIF,MOYEN
1471,825,1,2022-09-22,ACTIF,MOYEN
1472,825,2,2022-06-16,ACTIF,ELEVE
1473,825,5,2022-07-28,ACTIF,MOYEN
1474,826,1,2022-10-27,ACTIF,ELEVE
1475,827,5,2022-11-29,RESILIE,FAIBLE
1476,828,1,2022-08-06,ACTIF,ELEVE
1477,828,2,2022-12-10,RESILIE,FAIBLE
1478,828,4,2022-09-02,ACTIF,ELEVE
1479,829,5,2022-04-07,ACTIF,MOYEN
1480,830,2,2022-06-01,ACTIF,MOYEN
1481,831,1,2022-05-22,ACTIF,MOYEN
1482,831,2,2022-01-17,ACTIF,MOYEN
1483,831,4,2022-07-11,ACTIF,FAIBLE
1484,832,3,2022-08-25,ACTIF,ELEVE
1485,832,4,2022-02-10,ACTIF,FAIBLE
1486,833,1,2022-05-02,ACTIF,MOYEN
1487,833,2,2022-07-21,ACTIF,MOYEN
1488,833,5,2022-05-23,ACTIF,FAIBLE
1489,834,2,2022-10-02,ACTIF,ELEVE
1490,834,5,2022-06-21,ACTIF,FAIBLE
1491,835,2,2022-11-09,ACTIF,ELEVE
1492,835,5,2022-09-24,ACTIF,ELEVE
1493,836,2,2022-05-01,ACTIF,FAIBLE
1494,836,4,2022-05-21,ACTIF,ELEVE
1495,837,1,2022-10-06,ACTIF,MOYEN
1496,838,5,2022-09-28,ACTIF,FAIBLE
1497,839,1,2022-06-04,ACTIF,MOYEN
1498,839,2,2022-05-18,ACTIF,FAIBLE
1499,839,3,2022-02-11,ACTIF,MOYEN
1500,839,4,2022-12-20,RESILIE,MOYEN
1501,840,1,2022-08-02,ACTIF,ELEVE
1502,840,5,2022-09-30,ACTIF,ELEVE
1503,841,1,2022-02-25,ACTIF,MOYEN
1504,842,1,2022-07-26,ACTIF,ELEVE
1505,842,2,2022-04-02,ACTIF,MOYEN
1506,842,4,2022-06-05,ACTIF,FAIBLE
1507,842,5,2022-05-15,ACTIF,ELEVE
1508,843,1,2022-11-21,ACTIF,ELEVE
1509,843,2,2022-05-02,ACTIF,ELEVE
1510,843,4,2022-04-08,ACTIF,FAIBLE
1511,843,5,2022-11-11,ACTIF,ELEVE
1512,844,2,2022-06-25,ACTIF,ELEVE
1513,844,3,2022-03-19,ACTIF,FAIBLE
1514,844,4,2022-01-19,ACTIF,MOYEN
1515,845,1,2022-07-14,ACTIF,MOYEN
1516,845,3,2022-12-23,ACTIF,MOYEN
1517,846,2,2022-06-26,ACTIF,MOYEN
1518,847,5,2022-12-23,ACTIF,MOYEN
1519,848,2,2022-09-15,ACTIF,ELEVE
1520,848,4,2022-08-05,ACTIF,FAIBLE
1521,848,5,2022-09-29,ACTIF,ELEVE
1522,849,1,2022-12-10,ACTIF,FAIBLE
1523,849,2,2022-06-29,ACTIF,FAIBLE
1524,849,4,2022-12-01,ACTIF,ELEVE
1525,850,5,2022-06-06,ACTIF,FAIBLE
1526,851,5,2022-11-22,ACTIF,FAIBLE
1527,853,1,2022-02-16,ACTIF,MOYEN
1528,853,2,2022-08-16,ACTIF,MOYEN
1529,853,3,2022-04-09,ACTIF,FAIBLE
1530,853,4,2022-03-02,ACTIF,ELEVE
1531,854,2,2022-01-26,ACTIF,FAIBLE
1532,854,3,2022-10-03,ACTIF,MOYEN
1533,854,5,2022-10-15,ACTIF,MOYEN
1534,855,2,2022-06-13,ACTIF,MOYEN
1535,855,5,2022-08-14,ACTIF,ELEVE
1536,856,1,2022-09-05,RESILIE,ELEVE
1537,856,2,2022-02-22,RESILIE,MOYEN
1538,856,4,2022-09-29,ACTIF,MOYEN
1539,856,5,2022-05-19,ACTIF,MOYEN
1540,857,2,2022-11-28,RESILIE,MOYEN
1541,859,2,2022-12-16,ACTIF,ELEVE
1542,861,2,2022-05-31,ACTIF,MOYEN
1543,862,1,2022-04-26,ACTIF,MOYEN
1544,862,4,2022-10-11,ACTIF,MOYEN
1545,863,2,2022-09-19,ACTIF,ELEVE
1546,863,5,2022-01-18,ACTIF,FAIBLE
1547,864,5,2022-11-29,ACTIF,MOYEN
1548,865,4,2022-12-20,ACTIF,MOYEN
1549,866,1,2022-07-22,ACTIF,ELEVE
1550,866,2,2022-06-05,ACTIF,MOYEN
1551,867,2,2022-04-19,ACTIF,FAIBLE
1552,867,5,2022-05-16,ACTIF,ELEVE
1553,868,2,2022-04-05,ACTIF,MOYEN
1554,868,3,2022-03-22,ACTIF,MOYEN
1555,869,1,2022-02-12,ACTIF,ELEVE
1556,869,2,2022-11-16,ACTIF,ELEVE
1557,869,3,2022-06-05,ACTIF,FAIBLE
1558,870,1,2022-07-12,ACTIF,FAIBLE
1559,870,2,2022-11-19,ACTIF,FAIBLE
1560,870,4,2022-02-12,ACTIF,ELEVE
1561,871,2,2022-03-28,ACTIF,MOYEN
1562,871,5,2022-11-29,ACTIF,FAIBLE
1563,872,1,2022-10-28,ACTIF,FAIBLE
1564,872,2,2022-05-19,ACTIF,FAIBLE
1565,872,5,2022-08-27,ACTIF,MOYEN
1566,873,2,2022-03-22,ACTIF,MOYEN
1567,873,5,2022-03-11,ACTIF,MOYEN
1568,874,1,2022-08-03,ACTIF,MOYEN
1569,874,2,2022-12-31,ACTIF,FAIBLE
1570,875,2,2022-02-11,RESILIE,FAIBLE
1571,875,5,2022-05-26,ACTIF,FAIBLE
1572,876,2,2022-09-14,ACTIF,ELEVE
1573,877,5,2022-11-01,ACTIF,FAIBLE
1574,878,3,2022-09-03,ACTIF,FAIBLE
1575,878,4,2022-08-30,ACTIF,MOYEN
1576,879,2,2022-12-23,ACTIF,FAIBLE
1577,879,4,2022-03-02,ACTIF,MOYEN
1578,879,5,2022-04-16,ACTIF,FAIBLE
1579,880,5,2022-01-17,ACTIF,ELEVE
1580,881,1,2022-08-05,ACTIF,MOYEN
1581,881,2,2022-06-13,ACTIF,MOYEN
1582,881,3,2022-10-31,ACTIF,MOYEN
1583,881,4,2022-04-06,ACTIF,ELEVE
1584,882,1,2022-02-13,ACTIF,MOYEN
1585,882,2,2022-08-30,ACTIF,MOYEN
1586,882,4,2022-10-03,ACTIF,FAIBLE
1587,883,2,2022-10-22,ACTIF,MOYEN
1588,883,3,2022-11-20,ACTIF,FAIBLE
1589,883,5,2022-01-23,ACTIF,FAIBLE
1590,884,5,2022-08-21,RESILIE,ELEVE
1591,885,5,2022-09-18,ACTIF,FAIBLE
1592,886,1,2022-09-09,ACTIF,ELEVE
1593,886,2,2022-08-19,ACTIF,ELEVE
1594,886,3,2022-06-11,ACTIF,MOYEN
1595,887,5,2022-06-16,ACTIF,ELEVE
1596,888,1,2022-03-18,ACTIF,MOYEN
1597,888,2,2022-02-19,ACTIF,ELEVE
1598,889,2,2022-11-01,ACTIF,MOYEN
1599,889,5,2022-12-09,ACTIF,FAIBLE
1600,890,2,2022-04-19,ACTIF,ELEVE
1601,891,1,2022-10-31,ACTIF,FAIBLE
1602,891,5,2022-09-18,ACTIF,ELEVE
1603,892,2,2022-12-10,ACTIF,FAIBLE
1604,892,4,2022-02-20,ACTIF,MOYEN
1605,892,5,2022-05-05,ACTIF,FAIBLE
1606,893,2,2022-02-24,ACTIF,FAIBLE
1607,893,3,2022-11-14,ACTIF,ELEVE
1608,893,4,2022-04-28,ACTIF,MOYEN
1609,893,5,2022-12-25,ACTIF,FAIBLE
1610,894,1,2022-12-08,ACTIF,MOYEN
1611,894,5,2022-08-05,ACTIF,FAIBLE
1612,895,1,2022-08-25,ACTIF,ELEVE
1613,897,3,2022-08-28,ACTIF,ELEVE
1614,897,4,2022-08-24,ACTIF,MOYEN
1615,897,5,2022-10-30,ACTIF,FAIBLE
1616,898,2,2022-11-01,ACTIF,ELEVE
1617,899,3,2022-07-02,ACTIF,MOYEN
1618,900,1,2022-09-17,ACTIF,FAIBLE
1619,900,4,2022-03-30,ACTIF,MOYEN
1620,901,5,2022-10-19,ACTIF,ELEVE
1621,902,1,2022-02-13,ACTIF,ELEVE
1622,902,2,2022-04-24,ACTIF,ELEVE
1623,902,4,2022-08-24,ACTIF,MOYEN
1624,902,5,2022-03-08,ACTIF,MOYEN
1625,903,2,2022-02-09,ACTIF,MOYEN
1626,905,2,2022-05-24,ACTIF,ELEVE
